codigo,nome,cientifico,grupo,Alfa-tocoferol (Vitamina E) (mg),Açúcar de adição (g),Carboidrato disponível (g),Carboidrato total (g),Cinzas (g),Cobre (mg),Colesterol (g),Colesterol (mg),Cálcio (mg),Energia (kJ),Energia (kcal),Equivalente de folato (mcg),Ferro (mg),Fibra alimentar (g),Fósforo (mg),Gordura de adição (g),Lipídios (g),Magnésio (mg),Niacina (mg),Potássio (mg),Proteína (g),Proteína animal (g),Proteína vegetal (g),Riboflavina (mg),Sal de adição (g),Selênio (mcg),Sódio (mg),Tiamina (mg),Umidade (g),Vitamina A (RAE) (mcg),Vitamina A (RE) (mcg),Vitamina B12 (mcg),Vitamina B6 (mg),Vitamina C (mg),Vitamina D (mcg),Zinco (mg),Ácidos graxos monoinsaturados (g),Ácidos graxos poliinsaturados (g),Ácidos graxos saturados (g),Ácidos graxos trans (g),Álcool (g)
C0504B,"Salada, cenoura, crua, s/ tempero, s/ sal,",,Vegetais e derivados,0.58,0.00,4.56,7.55,0.91,0.07,,0.00,21.4,128,31,15.9,0.47,2.98,26.9,,0.21,11.4,0.00,278,1.12,,,0.00,0.00,0.60,11.1,0.00,90.2,370,740,0.00,0.05,5.12,0.00,0.30,0.01,0.10,0.03,0.00,0.00
C0942F,"Atolado de frango, c/ sal, (frango inteiro, mandioca (aipim, macaxeira), tomate, salsa, cebolinha, c/ óleo, cebola e alho, c/ sal),",,Carnes e derivados,0.41,0.00,11.8,12.7,1.10,0.06,,54.8,19.1,752,180,8.57,0.95,0.92,95.1,,9.02,21.3,3.20,172,12.4,,,,0.45,0.23,220,0.04,64.8,12.9,15.1,0.15,0.03,6.96,0.00,0.95,4.04,1.84,2.40,0.03,0.00
C0518F,"Carne, ovino, ovelha, perna, cozida, assada, s/ óleo, s/ sal,",,Carnes e derivados,0.18,0.00,0.00,0.00,1.09,0.12,,89.0,8.00,767,183,23.0,2.12,0.00,206,,7.74,26.0,6.34,338,28.3,,,0.29,0.00,30.1,68.0,0.11,62.9,0.00,0.00,2.64,0.17,0.00,0.00,4.94,3.39,0.51,2.76,0.00,0.00
C1132B,"Erva-doce, bulbo, cozida, s/ óleo, c/ sal,",,Vegetais e derivados,0.66,0.32,4.83,8.38,1.52,0.08,0.00,,56.2,143,34,31.0,0.84,3.55,57.3,,0.23,19.5,0.70,474,1.42,,,0.03,0.00,0.00,127,0.01,88.4,49.5,0.00,0.00,0.05,11.7,0.00,0.23,0.08,0.19,0.10,0.00,0.00
C0242C,"Suco natural, graviola, c/ açúcar,",,Frutas e derivados,,5.00,9.06,10.3,0.28,0.02,,0.00,11.1,174,41,,0.29,1.24,11.0,,0.08,10.7,,114,0.43,,,0.05,0.00,1.80,2.22,0.07,88.9,,,0.00,0.01,7.65,0.00,0.11,0.04,0.00,0.00,,0.00
C0078C,"Graviola, polpa, congelada,",,Frutas e derivados,,0.00,8.60,9.78,0.35,0.06,,0.00,5.98,170,40,,0.10,1.19,16.6,,0.14,9.76,,169,0.57,,,0.09,0.00,,3.05,,89.2,,,0.00,,10.5,0.00,0.05,,,,0.00,0.00
C0503A,"Arroz à grega, c/ arroz polido, c/ sal, (arroz polido, c/ cenoura, vagem, pimentão verde, uva passa, c/ óleo, cebola e alho, c/ sal),",,Cereais e derivados,0.50,0.00,25.0,26.8,0.51,0.12,,0.00,13.7,569,135,5.33,0.47,1.83,31.6,,2.47,21.3,0.20,144,2.23,,,0.01,0.47,1.14,2.38,0.02,68.0,29.5,59.0,0.00,0.04,6.37,0.00,0.42,0.53,1.33,0.44,0.01,0.00
C0301B,"Batata, doce, s/ casca, sauté (c/ margarina e salsa), c/ sal,",,Vegetais e derivados,2.00,0.00,18.7,21.3,0.90,0.08,,0.00,20.2,566,135,6.85,0.22,2.53,18.2,,5.76,13.0,2.98,172,0.79,,,,0.47,0.18,192,0.10,71.3,660,1309,0.00,0.06,27.6,0.00,0.14,1.24,2.75,1.42,0.00,0.00
C0017D,"Margarina, c/ leite, s/ sal, Leco,",,Gorduras e óleos,4.29,0.00,1.90,1.90,0.20,,,0.00,17.6,2252,548,0.88,0.01,0.00,14.1,,60.0,1.76,0.01,22.0,1.30,,,0.02,0.00,,0.00,0.00,36.6,702,,0.05,0.05,0.09,0.00,0.09,34.2,12.0,11.4,,0.00
C0395E,"Peixe, água salgada, atum, ensopado (c/ cebola, tomate e pimentão), c/ óleo, s/ sal, Thunnus thynnus,",,Pescados e Frutos do mar,0.79,0.00,0.02,0.52,1.52,0.13,,50.7,10.2,694,165,13.6,1.44,0.51,276,,5.98,37.3,5.98,383,27.6,,,0.05,0.00,32.7,32.8,0.02,64.4,29.5,39.6,7.60,0.01,9.35,0.97,0.47,1.38,3.02,1.30,0.03,0.00
C0148T,"Soja, grão, cozido, drenado, s/ óleo, c/ sal, Glycine max (L.) Merril,",,Leguminosas e derivados,0.35,0.00,0.56,9.44,2.67,0.34,,0.00,70.8,695,167,75.8,4.69,8.88,167,,9.22,73.4,0.43,488,16.1,,,0.26,0.45,32.8,183,0.23,62.6,0.50,1.00,0.00,0.11,1.46,0.00,1.31,2.04,5.20,1.33,0.00,0.00
C0346A,"Sanduíche, pão francês, c/ peito de peru defumado e queijo muçarela,",,Cereais e derivados,0.15,,33.8,35.3,2.16,0.11,,32.6,181,1119,266,86.1,2.68,1.45,245,,7.44,24.3,1.37,169,15.1,,,0.49,,9.71,704,0.24,40.0,25.0,26.1,0.60,0.35,0.00,0.01,1.60,1.86,0.63,3.79,0.33,0.00
C0033J,"Omelete, vegetais e queijo parmesão, s/ sal, (ovo de galinha, vegetais - cenoura, abobrinha, tomate, champignon paris, salsa, cebolinha verde, queijo parmesão, c/ óleo, cebola e alho, s/ sal),",,Ovos e derivados,1.28,0.00,2.68,3.29,0.85,0.09,,250,39.0,529,127,28.6,1.54,0.61,123,,9.13,11.9,0.95,196,8.29,,,0.41,0.00,11.3,144,0.06,78.5,148,178,0.57,0.03,3.56,1.33,1.06,3.15,2.18,2.57,0.01,0.00
C0069A,"Bolo, industrializado (média de diferentes sabores),",,Cereais e derivados,1.33,,54.3,54.4,1.00,0.05,,0.00,115,1756,419,74.0,3.60,0.08,87.0,,19.5,36.0,0.92,175,6.49,,,0.07,,,331,0.04,18.6,1.22,,0.06,0.14,1.90,0.00,1.04,10.4,2.23,5.98,,0.00
C0361B,"Mandioca (aipim, macaxeira), s/ casca, cozida, assada, s/ óleo, c/ sal, Manihot esculenta Crantz,",,Vegetais e derivados,0.25,0.00,42.7,45.4,1.13,0.02,,0.00,28.3,777,183,11.1,0.11,2.70,33.9,,0.36,40.6,,151,0.97,,,,0.47,0.74,189,0.08,52.2,8.99,18.0,0.00,0.04,14.2,0.00,0.26,0.12,0.12,0.12,0.01,0.00
C0114A,"Lasanha, verde, bolonhesa, congelada, Sadia,",,Cereais e derivados,1.30,,11.4,12.9,1.12,,,21.0,81.6,548,131,33.4,0.66,1.50,106,,6.07,18.6,1.42,181,6.94,,,0.08,,,345,0.06,73.0,50.6,,0.38,0.11,2.32,0.00,0.81,2.17,0.53,2.90,,0.00
C0617F,"Carne, boi, contrafilé, s/ gordura, grelhada/assada, s/ óleo, c/ sal, Bos taurus,",,Carnes e derivados,0.15,0.00,0.00,0.00,1.72,0.09,,101,5.08,773,183,3.71,2.34,0.00,239,,4.47,21.0,4.91,384,35.7,,,0.17,0.45,13.3,236,,57.3,,,2.29,0.16,0.00,0.08,5.11,1.89,0.10,2.02,0.04,0.00
C0274F,"Carne, boi, quarto traseiro, c/ gordura, grelhada, c/ molho de mostarda (creme de leite, suco de limão e mostarda) , c/ sal,",,Carnes e derivados,0.87,0.00,2.04,2.07,1.49,0.09,,92.0,16.6,1122,270,0.97,2.14,0.03,192,,18.8,17.9,2.08,294,23.2,,,0.11,0.45,0.02,282,0.01,54.5,19.1,19.7,0.93,0.09,1.26,0.55,4.80,7.12,0.32,8.80,0.34,0.00
C0566B,"Salada, chuchu, cebola, c/ molho vinagrete (tomate, cebola, salsa, vinagre e azeite de oliva), s/ sal,",,Vegetais e derivados,0.38,0.00,3.90,5.21,0.24,0.01,,0.00,11.5,155,37,17.0,0.16,1.31,15.3,,1.85,7.73,0.01,83.2,0.58,,,0.00,0.00,0.25,2.24,0.03,92.1,10.4,20.8,0.00,0.02,6.77,0.00,0.19,1.30,0.22,0.28,0.00,0.00
C0145C,"Suco natural, melão, s/ açúcar,",,Frutas e derivados,0.04,0.00,2.47,3.13,0.27,0.02,,0.00,1.38,56,13,3.76,0.10,0.67,4.46,,0.08,2.70,,94.9,0.33,,,,0.00,0.11,4.91,,96.2,0.46,0.91,0.00,0.01,3.81,0.00,0.04,,0.03,0.02,0.00,0.00
C0225N,"Papa de carne bovina moída (acém), cará e brócolis, c/ caldo de frango, c/ cebola e óleo de soja, c/ sal,",,Alimentos para fins especiais,0.51,0.00,3.97,5.23,0.82,0.08,,38.1,16.1,481,115,20.9,1.03,1.26,74.3,,5.97,11.9,0.65,180,10.7,,,0.02,0.25,0.27,120,0.03,77.3,43.6,86.8,0.94,0.06,9.21,0.97,2.91,1.77,1.36,2.28,0.14,0.00
C0099F,"Empanados, nuggets crocante, cru, Sadia,",,Carnes e derivados,1.30,,18.0,18.0,2.50,,,37.5,37.9,1114,267,4.99,1.43,,212,,17.0,34.9,6.72,280,10.5,,,0.05,,,536,0.11,52.0,17.6,,0.23,0.33,0.00,,0.75,5.15,6.82,3.72,,0.00
C0211B,"Acelga, cozida, drenada, s/ óleo, s/ sal,",,Vegetais e derivados,1.02,0.00,3.25,4.39,0.65,0.10,,0.00,41.7,93,22,3.78,0.21,1.14,36.7,,0.11,6.36,,122,1.47,,,,0.00,0.73,0.90,0.03,93.4,34.6,69.2,0.00,0.10,9.20,0.00,0.23,0.02,0.04,0.02,0.00,0.00
C0094A,"Cereais, milho, infantil, mistura p/ mingau,",,Cereais e derivados,0.91,,84.1,87.3,0.51,0.04,,,218,1604,378,143,3.03,3.21,169,,1.09,16.0,24.2,82.0,6.43,,,,,,399,3.72,4.70,0.00,0.00,0.00,5.08,109,0.00,0.36,0.30,0.50,0.30,,0.00
C0898B,"Mandioca (aipim, macaxeira), sagu, cru, Manihot esculenta,",,Vegetais e derivados,0.00,0.00,87.8,88.7,0.11,0.02,,0.00,20.0,1500,354,4.00,1.58,0.90,7.00,,0.02,1.00,0.00,11.0,0.19,,,0.00,0.00,0.80,1.00,,11.0,0.00,0.00,0.00,0.01,0.00,0.00,0.12,0.01,,0.01,,0.00
C0461B,"Aspargo, in natura, Asparagus officinalis,",,Vegetais e derivados,1.13,0.00,1.78,3.88,0.58,0.19,,0.00,24.0,89,21,52.0,2.14,2.10,52.0,,0.12,14.0,0.98,202,2.20,,,0.14,0.00,,2.00,0.14,93.2,38.0,,0.00,0.09,5.60,0.00,0.54,0.00,0.05,0.04,0.00,0.00
C0882A,"Pão francês, c/ tucumã,",,Cereais e derivados,0.15,,51.5,55.8,1.63,0.18,,0.00,19.5,1238,293,124,3.70,4.28,91.9,,4.95,40.9,2.05,191,8.54,,,0.59,,6.08,568,0.34,29.1,198,395,0.00,0.55,3.00,0.00,0.83,2.13,0.55,1.35,0.21,0.00
C1117B,"Alcachofra, crua, Cynara cardunculus var. scolymus,",,Vegetais e derivados,0.19,0.00,5.15,10.6,1.13,0.23,0.00,,44.0,192,46,68.0,1.28,5.40,90.0,,0.15,60.0,1.05,370,3.27,,,0.07,0.00,0.20,94.0,0.07,84.9,1.00,2.00,0.00,0.12,11.7,0.00,0.49,0.01,0.06,0.04,0.00,0.00
C1059B,"Tapioca, c/ coco ralado cremoso/manteiga à base de coco ralado, c/ sal,",,Vegetais e derivados,0.01,0.00,61.6,62.8,0.56,0.05,,0.00,21.0,1381,328,5.52,0.59,1.23,19.9,,8.29,11.7,,87.1,1.03,,,,0.25,2.15,103,,27.3,0.00,0.00,0.00,,,0.00,0.31,0.30,0.06,5.93,0.00,0.00
C0644N,"Papa de peito de frango, batata e cenoura, c/ caldo de carne, c/ cebola e c/ azeite de oliva, s/ sal,",,Alimentos para fins especiais,0.64,0.00,2.86,3.99,0.63,0.02,,35.4,9.91,404,96,6.49,0.25,1.14,101,,3.35,10.4,3.71,226,13.1,,,,0.00,4.78,16.9,0.07,79.0,127,254,0.05,0.03,0.76,0.00,0.47,1.90,0.50,0.74,0.02,0.00
C0537N,"Papa de carne bovina moída (patinho), abóbora (jerimum) e chuchu, c/ caldo de carne, c/ cebola, s/ óleo, s/ sal,",,Alimentos para fins especiais,1.70,0.00,2.87,3.74,0.71,0.06,,47.0,6.60,403,96,10.7,1.25,0.87,119,,2.94,14.2,1.15,220,14.0,,,,0.00,0.29,23.7,0.04,78.6,67.1,133,1.56,0.02,2.85,,3.14,1.21,0.17,1.20,0.05,0.00
C0034N,"Bebida láctea, morango, light, Corpus,",,Alimentos para fins especiais,0.06,,4.80,4.80,1.00,,,0.00,156,153,36,4.07,,0.00,109,,0.00,12.0,,182,4.20,,,0.20,,2.44,0.00,,90.0,2.33,2.67,0.19,,0.32,0.00,0.51,0.00,0.00,0.00,0.00,0.00
C0140G,"Coalhada, leite integral,",,Leite e derivados,0.12,,12.3,12.3,2.52,0.05,,28.5,345,618,147,18.2,0.47,0.00,221,,6.28,28.4,,322,10.4,,,0.71,0.00,4.39,123,0.12,68.5,92.7,93.5,0.96,,2.93,0.00,0.84,1.86,0.21,3.72,,0.00
C0173E,"Peixe, água salgada, pescadinha, cozido, drenado, s/ óleo, s/ sal, Cynoscion striatus,",,Pescados e Frutos do mar,0.32,0.00,0.88,0.88,2.43,0.11,,100,399,368,87,10.8,0.53,0.00,334,,1.38,34.6,5.57,274,18.6,,,,0.00,34.2,123,0.08,77.5,,,2.18,,0.00,1.32,0.66,0.24,0.48,0.36,,0.00
C1061B,"Alga, ágar ágar, em pó,",,Vegetais e derivados,5.00,0.00,73.2,80.9,3.93,0.61,,0.00,625,1422,336,0.00,21.4,7.70,52.0,,0.30,770,0.20,1125,6.21,,,0.22,0.00,7.40,102,0.01,8.68,0.00,0.00,0.00,0.30,0.00,0.00,5.80,0.03,0.10,0.06,0.00,0.00
C0398A,"Quinoa, grão, crua, Chenopodium quinoa,",,Cereais e derivados,2.44,0.00,57.2,64.2,2.37,0.59,,0.00,47.0,1492,354,184,4.57,7.00,457,,6.07,197,1.52,563,14.1,,,0.32,0.00,8.50,5.00,0.36,13.3,1.00,,0.00,0.49,0.00,0.00,3.10,1.61,3.29,0.71,,0.00
C0042H,"Bebida, café, infusão 10%, c/ açúcar,",,Bebidas,0.03,6.00,9.28,9.28,0.38,0.01,,0.00,3.19,172,40,1.84,0.01,0.00,8.74,,0.06,8.93,0.18,143,0.67,,,0.07,0.00,0.05,1.92,0.01,89.6,0.00,0.00,0.00,,0.00,0.00,0.00,0.05,,0.01,0.00,0.00
C0182B,"Salada, couve-flor, cozida, c/ molho vinagrete (tomate, cebola, salsinha, vinagre e óleo), c/ sal, Brassica oleracea var. botrytis L.,",,Vegetais e derivados,0.53,0.00,2.14,3.87,0.67,0.01,,0.00,17.4,169,41,28.9,0.24,1.73,22.6,,2.68,6.03,0.02,104,1.16,,,0.01,0.32,0.28,219,0.04,91.6,16.6,33.1,0.00,0.03,18.1,0.00,0.33,1.90,0.30,0.43,0.00,0.00
C0187K,"Biscoito, tipo goiabinha, c/ recheio de goiaba, (farinha de trigo, açúcar, manteiga, casca de limão e goiabada),",,Produtos açucarados,0.34,,65.2,67.4,0.50,0.09,,35.5,12.0,1755,418,0.05,2.49,2.20,56.5,,14.9,15.6,0.71,128,4.65,,,0.00,0.00,2.77,5.74,0.10,12.6,151,159,0.03,0.00,9.08,0.00,0.40,3.70,0.43,8.68,0.51,0.00
C0361N,"Papa de carne bovina moída (patinho), fubá e espinafre, c/ caldo de frango, c/ cebola, s/ óleo, s/ sal,",,Alimentos para fins especiais,0.25,0.00,14.4,15.9,0.49,0.04,,0.74,7.93,310,73,52.2,1.02,1.46,14.6,,0.51,6.60,0.08,87.7,2.02,,,0.01,0.00,0.75,280,0.04,81.1,11.3,22.6,0.00,0.01,0.27,0.00,0.06,0.19,0.29,0.10,0.00,0.00
C0613A,"Macarrão, trigo, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ peito de frango, c/ óleo, cebola e alho, c/ sal,",,Cereais e derivados,0.27,0.00,19.3,20.4,1.22,0.06,,12.2,7.19,506,120,51.0,0.29,1.08,57.7,,1.65,4.29,1.75,99.4,6.38,,,0.01,0.47,2.64,314,0.06,70.4,11.6,23.1,0.01,0.01,3.45,0.00,0.39,0.41,0.75,0.37,0.03,0.00
C0238E,"Peixe, água salgada, pescada, branca, ensopado (c/ cebola, tomate e pimentão), c/ batata e legumes - cenoura, abobrinha, brócolis, c/ sal,",,Pescados e Frutos do mar,1.42,0.00,0.92,1.89,1.93,0.04,,37.7,20.2,505,121,19.8,0.27,0.97,113,,7.02,19.8,0.55,292,12.7,,,0.04,0.45,24.8,461,0.03,76.4,47.7,93.5,1.59,0.02,10.3,3.28,0.28,2.60,2.81,1.15,0.03,0.00
C0248N,"Papa de ovo e batata, c/ caldo de frango, c/ cebola e azeite de oliva, c/ sal,",,Alimentos para fins especiais,0.43,0.00,4.64,5.25,0.77,0.04,,146,20.1,373,89,17.6,0.64,0.61,77.2,,5.53,6.58,0.08,141,4.96,,,0.11,0.25,6.18,152,0.05,83.5,8.43,16.4,0.37,0.04,1.55,0.72,0.52,2.87,0.64,1.38,0.01,0.00
C0506E,"Peixe, água doce, Arraia (Raia), filé, grelhado, s/ óleo, c/ sal,",,Pescados e frutos do mar,,0.45,0.41,0.41,2.71,0.05,10.4,,190,398,94,,0.38,0.00,234,,0.65,25.8,2.47,265,21.6,,,0.06,0.00,,222,0.03,74.6,0.55,0.55,,0.09,,0.66,1.08,0.22,0.07,0.27,0.00,0.00
C0018L,"Sal, grosso,",,Miscelâneas,0.00,0.00,,,,,,,23.9,0,0,0.00,0.33,,0.00,,,1.00,0.00,5.99,,,,0.00,100.0,,39943,0.00,0.41,,,0.00,0.00,0.00,0.00,0.10,,,,,0.00
C0212C,"Suco natural, cajá (tapereba), c/ açúcar,",,Frutas e derivados,,5.00,6.92,7.47,0.19,0.04,,0.00,5.96,129,30,,0.24,0.54,10.9,,0.07,4.23,,68.1,0.25,,,,0.00,,3.40,0.02,92.0,21.2,42.4,0.00,,4.04,0.00,0.03,0.00,0.00,,,0.00
C0276N,"Papa de peixe (pescada branca), abóbora (jerimum), batata-doce e couve c/ caldo de frango, c/ cebola, s/ óleo, c/ sal,",,Alimentos para fins especiais,2.03,0.00,6.57,8.09,1.35,0.04,,19.1,49.7,317,75,9.96,0.29,1.52,64.4,,1.92,19.2,0.44,271,7.19,,,0.04,0.25,11.3,127,0.04,81.4,150,298,0.69,0.04,9.39,1.60,0.23,0.91,0.39,0.35,0.00,0.00
C0066F,"Carne, boi, flanco, s/ gordura, cru, Bos taurus,",,Carnes e derivados,0.25,0.00,0.75,0.75,0.97,0.05,,50.3,2.81,583,139,11.0,1.58,0.00,166,,6.22,17.8,3.28,324,20.0,,,0.16,0.00,,54.2,0.11,72.1,2.02,2.02,1.08,,0.00,0.07,4.45,2.30,0.10,3.10,0.13,0.00
C0899A,"Arroz integral com lentilha, c/ sal, (arroz integral cozido, c/ lentilha, c/ óleo, cebola e alho, c/ sal),",,Cereais e derivados,0.42,0.00,18.5,21.8,0.93,0.07,,0.00,7.54,501,119,45.4,0.54,3.24,63.8,,2.63,22.9,,108,3.69,,,,0.47,0.59,188,0.06,71.0,,,0.00,0.07,0.72,0.00,0.54,0.70,1.40,0.49,0.01,0.00
C0002N,"Gelatina, em pó, diet (média diferentes sabores),",,Alimentos para fins especiais,0.00,0.00,24.1,28.8,6.05,0.00,,,7.53,1428,337,0.00,0.56,4.69,1216,,0.24,1.88,0.00,13.2,57.2,,,0.00,0.00,0.00,810,0.00,7.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00
C0074B,"Feijão, broto, cru, Vigna radiata (L.) R. Wilczek,",,Vegetais e derivados,0.06,0.00,5.79,7.76,0.49,0.17,,0.00,14.5,189,45,79.5,0.82,1.97,74.8,,0.10,25.1,,189,4.17,,,0.04,0.00,0.78,1.79,,87.5,0.57,1.14,0.00,0.15,12.0,0.00,0.57,0.01,0.03,0.03,0.00,0.00
C0008R,"Chantily, em pó, Chantineve,",,Alimentos industrializados,0.72,,77.3,77.3,0.70,,,0.00,2.05,2054,489,0.00,0.27,0.56,295,,18.8,1.02,0.00,685,2.60,,,0.00,,,127,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.07,5.59,0.23,10.9,3.16,0.00
C0191B,"Salada, brócolis, flor, cozido, c/ molho vinagrete (tomate, cebola, salsinha, vinagre e óleo), s/ sal, Brassica oleracea L. var. italica,",,Vegetais e derivados,1.85,0.00,2.32,4.91,0.54,0.07,,0.00,46.7,205,49,64.2,0.58,2.60,32.2,,2.92,13.9,0.02,191,2.15,,,0.03,0.00,0.28,2.65,0.05,89.5,172,344,0.00,0.03,35.8,0.00,0.35,1.90,0.41,0.46,0.08,0.00
C0384E,"Caldeirada de peixe, s/ sal, (peixe, água salgada, cação, tomate, pimentão, coentro, suco de limão, c/ pimenta-do-reino e pimenta vermelha,c/ caldo de peixe, c/ óleo, cebola e alho, s/ sal),",,Pescados e Frutos do mar,0.61,0.00,2.68,3.14,0.82,0.10,,19.2,11.3,293,69,4.98,0.27,0.46,115,,1.50,14.2,0.10,207,11.0,,,0.01,0.00,17.5,122,0.04,83.5,23.0,28.9,0.53,0.03,9.06,0.06,0.27,0.32,0.72,0.22,0.00,0.00
C0861B,"Couve, manteiga, refogada, c/ óleo, cebola e alho, c/ sal, Brassica oleracea var. Acephala,",,Vegetais e derivados,1.57,0.00,1.97,7.40,1.63,0.02,,0.00,153,378,92,61.2,0.45,5.43,32.1,,7.19,23.3,0.00,284,2.07,,,0.04,0.47,3.28,189,0.00,81.7,0.00,0.00,0.00,,68.2,0.00,0.18,1.73,3.98,1.09,0.01,0.00
C0312E,"Mexilhão ensopado com legumes, s/ sal, (mexilhão, legumes - cenoura, vagem, couve-flor, brócolis e champginon paris, tomate, pimentão, salsa, suco de limão, c/ óleo, cebola e alho, c/ pimenta do reino, s/ sal),",,Pescados e Frutos do mar,0.55,0.00,2.04,3.34,1.12,1.21,,7.95,23.1,243,58,31.9,17.2,1.30,77.9,,2.00,14.0,1.03,174,7.33,,,0.11,0.00,0.82,111,0.08,86.2,62.8,94.8,4.78,0.06,17.4,0.01,1.37,0.43,0.95,0.36,0.02,0.00
C0527E,"Peixe, água doce, Tambaqui, grelhado, s/ óleo, s/ sal (média de cortes e amostras), Colossoma macropomum,",,Pescados e frutos do mar,0.09,0.00,0.00,0.00,1.00,0.08,84.1,,13.0,529,125,8.25,0.86,0.00,236,,2.18,33.0,11.7,285,26.4,,,0.18,0.00,,133,0.04,70.4,7.53,7.53,0.67,0.81,0.00,0.13,1.51,0.40,0.38,0.43,,0.00
C0104N,"Papa de carne bovina moída (acém), fubá e couve, c/ caldo de frango, c/ cebola e óleo de soja, s/ sal,",,Alimentos para fins especiais,0.31,0.00,7.03,7.94,0.63,0.05,,37.4,26.7,537,128,22.4,1.34,0.91,67.2,,6.10,10.7,0.71,180,10.8,,,0.03,0.00,0.37,149,0.03,74.5,23.5,47.0,0.94,0.03,3.67,0.97,2.83,1.85,1.44,2.29,0.12,0.00
C0958A,"Fogazza, c/ queijo muçarela e tomate, frito (c/ óleo de soja), (massa - farinha de trigo, óleo, fermento biológico, sal e açúcar, queijo muçarela, tomate e óleo de soja),",,Cereais e derivados,0.64,,43.0,44.5,2.17,0.12,,22.8,141,1353,322,108,3.25,1.48,150,,11.8,23.0,0.77,141,10.1,,,0.08,,7.07,544,0.14,31.4,39.3,40.4,0.41,0.01,2.29,0.11,1.11,2.71,4.08,3.86,0.21,0.00
C0029R,"Gelatina, uva, em pó, Ducoco,",,Alimentos industrializados,0.00,,89.2,89.3,0.64,,,0.00,26.8,1668,392,2.99,0.33,0.08,1.99,,0.00,2.30,,7.24,8.86,,,,,,234,,1.20,0.00,,0.00,,39.9,0.00,,0.00,0.00,0.00,,0.00
C0890A,"Cuscuz paulista, c/ sal, (farinha de milho, farinha de mandioca, azeitonas verdes, ovos cozidos, tomate, sardinha em conserva, ervilha em conserva, salsinha, c/ óleo de soja, c/ sal),",,Cereais e derivados,,0.00,20.0,22.4,1.80,0.05,,15.0,14.2,573,136,2.89,0.33,2.42,25.8,,4.63,5.08,0.93,52.7,2.55,,,,0.47,,422,,68.6,,,,,,,0.21,1.79,0.80,1.79,0.04,0.00
C0110T,"Vagem, refogada (c/ óleo, cebola e alho), s/ sal, Phaseolus vulgaris,",,Leguminosas e derivados,0.54,0.00,4.41,7.85,0.81,0.09,,0.00,44.3,199,48,28.5,0.60,3.45,41.3,,1.41,30.1,,294,2.59,,,0.10,0.00,0.40,0.09,,87.3,17.8,35.5,0.00,0.01,1.69,0.00,0.50,0.30,0.81,0.22,0.01,0.00
C0906F,"Carne, galinha da angola, carne e pele, cozida, c/ óleo de soja, cebola e alho, c/ sal, Numida meleagris,",,Carnes e derivados,0.14,0.00,0.56,0.68,2.12,0.03,,71.7,10.0,670,160,0.63,0.67,0.12,107,,7.35,15.7,4.46,88.7,22.8,,,0.09,0.45,15.8,376,0.04,67.0,27.1,27.1,0.16,0.23,1.67,,1.11,2.61,2.02,1.88,0.01,0.00
C0728A,"Arroz com pequi, c/ arroz integral, c/ sal, (arroz integral, pequi, salsa, c/ óleo, cebola e alho, c/ pimenta-do-reino, c/ sal),",,Cereais e derivados,0.39,0.00,15.9,20.1,0.88,0.11,,0.00,11.4,740,178,5.38,0.26,4.15,40.6,,10.7,24.8,0.54,79.9,2.45,,,0.10,0.47,0.59,188,0.09,65.9,0.00,0.00,0.00,0.08,4.37,0.00,0.36,0.65,1.26,0.45,0.01,0.00
C0154H,"Bebida, refresco, groselha, c/ xarope , s/ açúcar,",,Bebidas,0.00,,9.77,9.77,0.01,0.00,,0.00,0.00,166,39,0.00,0.00,0.00,0.00,,0.00,0.15,0.00,0.15,0.00,,,0.00,0.00,0.06,0.00,0.00,90.2,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00
C0528A,"Arroz com lentilha, c/ arroz polido, c/ sal, (arroz polido, c/ lentilha, tomate, linguiça, c/ óleo, cebola e alho, c/ sal),",,Cereais e derivados,0.41,0.00,18.0,20.2,1.53,0.14,,6.94,9.51,606,144,33.5,0.68,2.23,54.7,,5.23,21.1,0.41,138,5.21,,,0.03,0.47,0.93,349,0.06,67.8,8.87,17.7,0.19,0.05,3.27,0.11,0.82,1.79,1.75,1.35,0.01,0.00
C0493F,"Carne, porco, lombo, assada, recheada, c/ linguiça calabresa, c/ sal,",,Carnes e derivados,0.12,0.00,0.20,0.20,2.32,0.02,,92.9,17.1,882,210,0.77,0.56,0.00,211,,9.03,16.8,10.6,285,32.1,,,0.09,0.45,0.00,375,0.65,56.4,0.00,0.00,0.94,0.12,0.00,0.45,1.82,4.13,0.98,3.44,0.02,0.00
C0095F,"Carne, cabrito, pescoço, crua (média de diferentes amostras), Capra hirbus,",,Carnes e derivados,0.56,0.00,1.14,1.14,1.06,,,123,6.92,552,131,4.35,0.98,0.00,191,,4.98,21.6,3.44,306,20.5,,,0.53,0.00,,75.7,0.08,72.3,0.00,0.00,1.04,0.00,0.00,0.00,4.58,2.24,0.38,1.53,,0.00
